1692616211.4306946,140
1692616213.4319465,139
1692616216.4404979,138
1692616219.4420283,137
1692616222.453449,136
1692616225.4550025,135
1692616228.4592724,134
1692616231.4604428,133
1692616234.4621842,132
1692616237.4752233,131
1692616240.478019,130
1692616243.4895978,129
1692616246.495053,128
1692616249.4960594,127
1692616252.5003462,126
1692616255.5020123,125
1692616258.504706,124
1692616261.5107434,123
1692616264.5132952,122
1692616267.5172942,121
1692616270.5249782,120
1692616273.539119,119
1692616276.540472,118
1692616279.5464573,117
1692616282.5494537,116
1692616285.5557842,115
1692616288.5663853,114
1692616291.578201,113
1692616294.5900562,112
1692616297.592273,111
1692616300.606184,110
1692616303.609389,109
1692616306.6107287,108
1692616309.613064,107
1692616312.6191573,106
1692616315.6260853,105
1692616318.6298313,104
1692616321.6338885,103
1692616324.635479,102
1692616327.6464264,101
1692616330.6586077,100
1692616333.663263,99
1692616336.675013,98
1692616339.6963828,97
1692616342.7008424,96
1692616345.7047608,95
1692616348.705982,94
1692616351.7073843,93
1692616354.7107356,92
1692616357.711765,91
1692616360.713135,90
1692616363.7203932,89
1692616366.7247872,88
1692616369.7351189,87
1692616372.7402196,86
1692616375.7547407,85
1692616378.7556198,84
1692616381.7622497,83
1692616384.7668283,82
1692616387.7679598,81
1692616390.76863,80
1692616393.77247,79
1692616396.7760842,78
1692616399.7846458,77
1692616402.7888286,76
1692616405.7967713,75
1692616408.7981212,74
1692616411.804782,73
1692616414.8058445,72
1692616417.8075364,71
1692616420.8120112,70
1692616423.821902,70
1692616425.8226674,71
1692616428.8240082,72
1692616431.8250446,73
1692616434.829422,74
1692616437.8326678,75
1692616440.8335316,76
1692616443.8352406,77
1692616446.8369582,78
1692616449.8478332,79
1692616452.8491879,80
1692616455.8499305,81
1692616458.8509736,82
1692616461.8559287,83
1692616464.8635921,84
1692616467.8652732,85
1692616470.8733513,86
1692616473.8800113,87
1692616476.886263,88
1692616479.8895662,89
1692616482.893982,90
1692616485.8955357,91
1692616488.8990524,92
1692616491.9008846,93
1692616494.9071224,94
1692616497.9110582,95
1692616500.9162369,96
1692616503.9211676,97
1692616506.9247057,98
1692616509.929047,99
1692616512.9356842,100
1692616515.950132,101
1692616518.951914,102
1692616521.9533427,103
1692616524.9553654,104
1692616527.9567924,105
1692616530.9589143,106
1692616533.9605942,107
1692616536.9687932,108
1692616539.9703453,109
1692616542.9723034,110
1692616545.9809816,111
1692616548.9874182,112
1692616551.9890292,113
1692616554.998998,114
1692616558.0018618,115
1692616561.0050898,116
1692616564.019971,117
1692616567.0289588,118
1692616570.0319536,119
1692616573.034559,120
1692616576.036534,121
1692616579.0379567,122
1692616582.044818,123
1692616585.0459397,124
1692616588.049837,125
1692616591.0512643,126
1692616594.0536814,127
1692616597.060747,128
1692616600.0678778,129
1692616603.0736785,130
1692616606.1097367,131
1692616609.1140978,132
1692616612.1182263,133
1692616615.1196918,134
1692616618.1218483,135
1692616621.132389,136
1692616624.1363573,137
1692616627.139151,138
1692616631.1451893,139
1692616634.1488922,140
